SA1_internal_2021	MotorVehicles.min	occupied_private_dwellings
26277	4	5
26278		6
26278	0	7
26278	1	30
26278	2	74
26278	3	27
26278	4	24
26279		3
26279	0	18
26279	1	52
26279	2	63
26279	3	20
26279	4	16
26280		3
26280	0	21
26280	1	86
26280	2	71
26280	3	16
26280	4	12
26281		8
26281	0	12
26281	1	64
26281	2	57
26281	3	17
26281	4	13
26282	1	8
26282	2	19
26282	3	9
26282	4	9
26283		8
26283	0	14
26283	1	70
26283	2	84
26283	3	27
26283	4	10
26284		5
26284	0	5
26284	1	28
26284	2	56
26284	3	24
26284	4	4
26286		6
26286	0	25
26286	1	57
26286	2	47
26286	3	25
26286	4	6
26287	0	12
26287	1	52
26287	2	53
26287	3	20
26287	4	7
26288		3
26288	0	15
26288	1	65
26288	2	69
26288	3	28
26288	4	15
26289		4
26289	0	17
26289	1	65
26289	2	53
26289	3	16
26289	4	17
26290		3
26290	0	18
26290	1	83
26290	2	53
26290	3	16
26290	4	9
26291	0	13
26291	1	35
26291	2	42
26291	3	24
26291	4	10
26292	0	9
26292	1	58
26292	2	64
26292	3	19
26292	4	12
26293	1	19
26293	2	54
26293	3	21
26293	4	13
26294		4
26294	0	5
26294	1	24
26294	2	33
26294	3	10
26294	4	15
26295	0	9
26295	1	40
26295	2	35
26295	3	13
26295	4	3
26296	0	13
26296	1	68
26296	2	39
26296	3	11
26296	4	11
26297		8
26297	0	6
26297	1	54
26297	2	58
26297	3	16
26297	4	12
26298		5
26298	0	10
26298	1	44
26298	2	61
26298	3	20
26298	4	15
26299		4
26299	0	23
26299	1	62
26299	2	54
26299	3	12
26299	4	13
26300		4
26300	0	38
26300	1	125
26300	2	47
26300	3	16
26300	4	6
26301	0	27
26301	1	134
26301	2	71
26301	3	9
26301	4	9
26302		8
26302	0	35
26302	1	84
26302	2	44
26302	3	11
26302	4	8
26303	0	18
26303	1	52
26303	2	30
26303	3	12
26304	0	5
26304	1	44
26304	2	53
26304	3	10
26304	4	13
26305		4
26305	0	18
26305	1	49
26305	2	55
26305	3	21
26305	4	11
26306		6
26306	0	16
26306	1	93
26306	2	47
26306	3	23
26306	4	11
26307		17
26307	0	80
26307	1	111
26307	2	42
26307	3	11
26307	4	8
26308		9
26308	0	54
26308	1	113
26308	2	22
26309	0	15
26309	1	53
26309	2	41
26309	3	14
26309	4	13
26310		11
26310	0	21
26310	1	96
26310	2	49
26310	3	20
26310	4	12
26311		5
26311	0	16
26311	1	86
26311	2	49
26311	3	13
26311	4	3
26312		7
26312	0	32
26312	1	145
26312	2	54
26312	3	7
26313		3
26313	0	41
26313	1	97
26313	2	51
26313	3	19
26313	4	4
26314	0	14
26314	1	77
26314	2	49
26314	3	12
26314	4	6
26315	0	18
26315	1	99
26315	2	62
26315	3	12
26315	4	15
26316	0	22
26316	1	99
26316	2	58
26316	3	24
26316	4	14
26317	0	19
26317	1	52
26317	2	55
26317	3	23
26317	4	16
26318	0	12
26318	1	39
26318	2	37
26318	4	5
26319		5
26319	0	22
26319	1	83
26319	2	63
26319	3	15
26319	4	11
26320		5
26320	0	14
26320	1	73
26320	2	50
26320	3	13
26320	4	4
26321		9
26321	0	74
26321	1	102
26321	2	12
26322		4
26322	0	23
26322	1	98
26322	2	47
26322	3	24
26323	0	18
26323	1	65
26323	2	59
26323	3	11
26323	4	3
26324		6
26324	0	26
26324	1	93
26324	2	51
26324	3	15
26324	4	3
26325		5
26325	0	22
26325	1	88
26325	2	60
26325	3	13
26326	0	17
26326	1	64
26326	2	57
26326	3	9
26326	4	13
26327	0	28
26327	1	108
26327	2	45
26327	3	5
26327	4	3
26328	0	6
26328	1	48
26328	2	59
26328	3	13
26328	4	11
26329	0	14
26329	1	93
26329	2	48
26329	3	12
26329	4	3
26330		3
26330	0	19
26330	1	90
26330	2	57
26330	3	26
26330	4	6
26331		11
26331	0	37
26331	1	122
26331	2	42
26331	3	17
26331	4	5
26332	0	28
26332	1	101
26332	2	71
26332	3	26
26332	4	11
26333	0	13
26333	1	78
26333	2	61
26333	3	12
26333	4	7
26334		3
26334	0	12
26334	1	90
26334	2	68
26334	3	19
26334	4	3
26335	0	8
26335	1	45
26335	2	47
26335	3	11
26335	4	4
26336	0	13
26336	1	51
26336	2	36
26336	3	8
26336	4	4
26337		4
26337	0	27
26337	1	119
26337	2	59
26337	3	8
26337	4	3
26338	0	16
26338	1	72
26338	2	42
26338	3	17
26338	4	8
26339		5
26339	0	11
26339	1	79
26339	2	79
26339	3	18
26339	4	7
26340	1	4
26341		5
26341	0	53
26341	1	139
26341	2	66
26341	3	9
26342		10
26342	0	19
26342	1	121
26342	2	72
26342	3	23
26342	4	12
26343		8
26343	0	23
26343	1	112
26343	2	88
26343	3	17
26343	4	11
26344		3
26344	0	16
26344	1	94
26344	2	72
26344	3	12
26344	4	7
26345	0	4
26345	1	10
26345	2	25
26345	3	6
26345	4	4
26346	0	10
26346	1	62
26346	2	47
26346	3	11
26346	4	7
26348		4
26348	0	38
26348	1	119
26348	2	43
26348	3	5
26348	4	4
26349	0	24
26349	1	83
26349	2	35
26349	3	7
26349	4	8
26350		5
26350	0	20
26350	1	76
26350	2	32
26350	3	3
26350	4	7
26351	0	3
26351	1	77
26351	2	64
26351	3	24
26351	4	3
26353	0	19
26353	1	96
26353	2	46
26353	3	11
26353	4	5
26354		4
26354	0	38
26354	1	126
26354	2	70
26354	3	16
26354	4	4
26355	0	11
26355	1	66
26355	2	39
26355	3	13
26355	4	5
26356		3
26356	0	33
26356	1	104
26356	2	61
26356	3	20
26356	4	5
26357		3
26357	0	13
26357	1	80
26357	2	80
26357	3	17
26357	4	9
26358		7
26358	0	34
26358	1	97
26358	2	62
26358	3	8
26358	4	8
26359		3
26359	0	15
26359	1	131
26359	2	73
26359	3	24
26359	4	17
26360	1	46
26360	2	86
26360	3	26
26360	4	9
26361	0	26
26361	1	109
26361	2	55
26361	3	8
26362	0	12
26362	1	93
26362	2	82
26362	3	16
26362	4	12
26363	1	12
26363	2	51
26363	3	20
26363	4	14
26364	0	6
26364	1	22
26364	2	54
26364	3	30
26364	4	27
26365	1	21
26365	2	62
26365	3	23
26365	4	26
26366	1	7
26366	2	49
26366	3	34
26366	4	25
26367	1	33
26367	2	87
26367	3	22
26367	4	17
26368	1	6
26368	2	63
26368	3	22
26368	4	6
26369	1	24
26369	2	82
26369	3	32
26369	4	26
26370	1	12
26370	2	48
26370	3	16
26370	4	17
26371	1	42
26371	2	55
26371	3	15
26371	4	10
26372	1	34
26372	2	81
26372	3	21
26372	4	10
26373	1	20
26373	2	60
26373	3	13
26373	4	4
26374	0	15
26374	1	103
26374	2	92
26374	3	22
26374	4	7
26375		3
26375	1	47
26375	2	60
26375	3	24
26375	4	16
26376	0	7
26376	1	89
26376	2	75
26376	3	26
26376	4	9
26377	0	3
26377	1	59
26377	2	74
26377	3	17
26377	4	6
26378		3
26378	0	4
26378	1	52
26378	2	84
26378	3	32
26378	4	18
26379	1	15
26379	2	55
26379	3	16
26379	4	9
26380	1	17
26380	2	63
26380	3	14
26380	4	20
26381	0	3
26381	1	52
26381	2	72
26381	3	26
26381	4	15
26382	0	5
26382	1	40
26382	2	58
26382	3	16
26382	4	7
26383		3
26383	0	3
26383	1	87
26383	2	104
26383	3	30
26383	4	9
26384	1	33
26384	2	56
26384	3	22
26384	4	7
26385	1	10
26385	2	34
26385	3	16
26385	4	11
26386	1	19
26386	2	47
26386	3	12
26386	4	5
26387	1	16
26387	2	30
26387	3	14
26387	4	11
26388	1	26
26388	2	67
26388	3	25
26388	4	25
26389		3
26389	1	26
26389	2	67
26389	3	15
26389	4	9
26390	1	28
26390	2	73
26390	3	24
26390	4	20
26391	1	10
26391	2	36
26391	3	18
26391	4	9
26392	0	4
26392	1	12
26392	2	54
26392	3	35
26392	4	19
26393	1	47
26393	2	83
26393	3	25
26393	4	22
26394	1	11
26394	2	67
26394	3	30
26394	4	16
26395		3
26395	0	4
26395	1	55
26395	2	107
26395	3	19
26395	4	8
26396	0	4
26396	1	16
26396	2	46
26396	3	32
26396	4	16
26397	1	15
26397	2	47
26397	3	28
26397	4	27
26398	0	3
26398	1	30
26398	2	83
26398	3	27
26398	4	20
26399	1	9
26399	2	37
26399	3	19
26399	4	15
26400	1	16
26400	2	59
26400	3	16
26400	4	12
26401	0	3
26401	1	27
26401	2	66
26401	3	32
26401	4	15
26402	1	14
26402	2	59
26402	3	16
26402	4	13
26403		5
26403	0	6
26403	1	49
26403	2	73
26403	3	19
26403	4	11
26404		3
26404	0	3
26404	1	38
26404	2	58
26404	3	19
26404	4	11
26405	0	11
26405	1	62
26405	2	66
26405	3	7
26405	4	8
26406	1	39
26406	2	53
26406	3	10
26406	4	11
26407	1	25
26407	2	26
26407	3	10
26407	4	8
26408	1	13
26408	2	51
26408	3	27
26408	4	26
26409	1	26
26409	2	79
26409	3	28
26409	4	27
26410	1	16
26410	2	56
26410	3	23
26410	4	18
26411	0	3
26411	1	16
26411	2	48
26411	3	13
26411	4	13
26412	0	7
26412	1	34
26412	2	60
26412	3	20
26412	4	11
26413	1	33
26413	2	84
26413	3	23
26413	4	10
26414	1	25
26414	2	63
26414	3	20
26414	4	17
26415		5
26415	1	24
26415	2	54
26415	3	18
26415	4	7
26416	1	16
26416	2	42
26416	3	18
26416	4	5
26417		3
26417	0	4
26417	1	38
26417	2	71
26417	3	24
26417	4	24
26418	0	18
26418	1	68
26418	2	41
26418	3	7
26418	4	3
26419		5
26419	0	5
26419	1	59
26419	2	58
26419	3	20
26419	4	8
26420	0	7
26420	1	37
26420	2	41
26420	3	16
26420	4	12
26421	0	15
26421	1	68
26421	2	62
26421	3	31
26421	4	21
26422	1	22
26422	2	38
26422	3	18
26422	4	14
26423		5
26423	1	30
26423	2	56
26423	3	28
26423	4	21
26424	1	11
26424	2	19
26424	3	15
26424	4	19
26425	1	30
26425	2	67
26425	3	30
26425	4	14
26426	1	5
26426	2	19
26426	3	15
26426	4	20
26427	1	22
26427	2	42
26427	3	24
26427	4	21
26428	0	6
26428	1	30
26428	2	50
26428	3	21
26428	4	10
26429	1	40
26429	2	80
26429	3	26
26429	4	16
26430	1	7
26430	2	27
26430	3	24
26430	4	18
26431		3
26431	0	5
26431	1	43
26431	2	75
26431	3	61
26431	4	37
26432	1	49
26432	2	62
26432	3	34
26432	4	12
26433	1	24
26433	2	31
26433	3	21
26433	4	18
26434		4
26434	1	20
26434	2	36
26434	3	23
26434	4	23
26435		5
26435	0	3
26435	1	29
26435	2	71
26435	3	48
26435	4	29
26436	1	11
26436	2	38
26436	3	22
26436	4	12
26437	1	12
26437	2	35
26437	3	14
26437	4	4
26438	1	16
26438	2	50
26438	3	18
26438	4	20
26439	1	19
26439	2	60
26439	3	26
26439	4	20
26440		3
26440	1	14
26440	2	33
26440	3	19
26441	1	33
26441	2	50
26441	3	9
26441	4	20
26442		4
26442	1	26
26442	2	47
26442	3	37
26442	4	22
26443	1	17
26443	2	40
26443	3	18
26443	4	7
26444	1	9
26444	2	26
26444	3	15
26444	4	25
26445	1	15
26445	2	34
26445	3	38
26445	4	23
26446	1	14
26446	2	27
26446	3	22
26446	4	16
26447	1	20
26447	2	37
26447	3	14
26447	4	25
26448		6
26448	0	3
26448	1	15
26448	2	36
26448	3	20
26448	4	27
26449	1	11
26449	2	28
26449	3	15
26449	4	12
26452	1	13
26452	2	44
26452	3	26
26452	4	28
26453		5
26453	1	15
26453	2	42
26453	3	29
26453	4	33
26454	1	14
26454	2	46
26454	3	38
26454	4	32
26455	1	12
26455	2	29
26455	3	28
26455	4	40
26456	0	6
26456	1	16
26456	2	50
26456	3	34
26456	4	21
26457	1	12
26457	2	32
26457	3	15
26457	4	28
26458		4
26458	1	13
26458	2	24
26458	3	16
26458	4	34
26459		4
26459	1	3
26459	2	17
26459	3	21
26459	4	29
26460	1	5
26460	2	19
26460	3	10
26460	4	11
26461	1	22
26461	2	22
26461	3	12
26461	4	17
26462	1	20
26462	2	70
26462	3	39
26462	4	48
26463	1	10
26463	2	50
26463	3	33
26463	4	18
26464	1	9
26464	2	25
26464	3	12
26464	4	20
26465	1	43
26465	2	86
26465	3	21
26465	4	27
26466	0	6
26466	1	54
26466	2	100
26466	3	32
26466	4	17
26467	1	7
26467	2	33
26467	3	22
26467	4	16
26468	1	25
26468	2	59
26468	3	21
26468	4	4
26469	1	33
26469	2	82
26469	3	21
26469	4	10
26470	1	24
26470	2	73
26470	3	14
26470	4	14
26471		4
26471	0	7
26471	1	19
26471	2	33
26471	3	5
26471	4	7
26472		5
26472	0	18
26472	1	99
26472	2	149
26472	3	50
26472	4	32
26473	1	10
26473	2	29
26473	3	15
26473	4	7
26474		3
26474	1	37
26474	2	58
26474	3	27
26474	4	15
26475	0	6
26475	1	27
26475	2	53
26475	3	14
26475	4	8
26476		3
26476	1	31
26476	2	60
26476	3	13
26476	4	18
26477	1	18
26477	2	42
26477	3	26
26477	4	14
26478	1	10
26478	2	43
26478	3	18
26478	4	14
26479		5
26479	1	26
26479	2	93
26479	3	51
26479	4	66
26480	1	9
26480	2	27
26480	3	20
26480	4	18
26481		5
26481	1	10
26481	2	22
26481	3	23
26481	4	30
26482	1	3
26482	2	11
26482	3	17
26482	4	14
26483	1	9
26483	2	18
26483	3	21
26483	4	23
26484		3
26484	0	3
26484	1	12
26484	2	51
26484	3	21
26484	4	32
26485	1	3
26485	2	22
26485	3	19
26485	4	29
26486	1	8
26486	2	33
26486	3	31
26486	4	31
26487	0	6
26487	1	43
26487	2	74
26487	3	22
26487	4	10
26488	0	4
26488	1	26
26488	2	55
26488	3	21
26488	4	19
26489	1	5
26489	2	41
26489	3	19
26489	4	18
26490		6
26490	1	41
26490	2	71
26490	3	23
26490	4	15
26491	1	5
26491	2	51
26491	3	26
26491	4	21
26492	1	23
26492	2	99
26492	3	34
26492	4	23
26493	0	3
26493	1	22
26493	2	63
26493	3	32
26493	4	20
26494	1	32
26494	2	81
26494	3	37
26494	4	26
26495	1	11
26495	2	46
26495	3	15
26495	4	12
26496	1	28
26496	2	57
26496	3	32
26496	4	16
26497	1	31
26497	2	95
26497	3	34
26497	4	21
26498	1	16
26498	2	40
26498	3	30
26498	4	31
26499	1	13
26499	2	38
26499	3	18
26499	4	21
26500	1	4
26500	2	48
26500	3	26
26500	4	33
26501	1	17
26501	2	50
26501	3	27
26501	4	27
26502		3
26502	1	18
26502	2	41
26502	3	22
26502	4	32
26503	1	9
26503	2	47
26503	3	25
26503	4	27
26504	1	8
26504	2	22
26504	3	17
26504	4	13
26505		3
26505	0	14
26505	1	66
26505	2	85
26505	3	22
26505	4	5
26506	0	3
26506	1	12
26506	2	34
26506	3	13
26506	4	36
26507	1	19
26507	2	43
26507	3	19
26507	4	16
26508	0	4
26508	1	13
26508	2	60
26508	3	25
26508	4	25
26510		4
26510	1	31
26510	2	62
26510	3	24
26510	4	28
26511	1	19
26511	2	49
26511	3	27
26511	4	9
26512	0	3
26512	1	29
26512	2	99
26512	3	30
26512	4	27
26513	1	8
26513	2	30
26513	3	8
26513	4	12
26514	1	31
26514	2	64
26514	3	27
26514	4	23
26515	1	17
26515	2	65
26515	3	32
26515	4	28
26516		5
26516	0	6
26516	1	29
26516	2	55
26516	3	22
26516	4	22
26517		4
26517	0	5
26517	1	29
26517	2	143
26517	3	64
26517	4	50
26518	0	3
26518	1	21
26518	2	49
26518	3	13
26518	4	15
26519	0	9
26519	1	62
26519	2	91
26519	3	37
26519	4	28
26520		8
26520	0	10
26520	1	81
26520	2	65
26520	3	22
26520	4	9
26521	1	17
26521	2	72
26521	3	46
26521	4	26
26522	1	14
26522	2	49
26522	3	30
26522	4	31
26523	1	11
26523	2	66
26523	3	28
26523	4	32
26524	0	4
26524	1	30
26524	2	83
26524	3	52
26524	4	29
26525	0	3
26525	1	38
26525	2	78
26525	3	33
26525	4	17
26526	0	6
26526	1	42
26526	2	62
26526	3	18
26526	4	5
26527		5
26527	1	68
26527	2	104
26527	3	41
26527	4	12
26528	1	26
26528	2	47
26528	3	21
26528	4	10
26529	1	19
26529	2	42
26529	3	24
26529	4	20
26530	1	6
26530	2	37
26530	3	4
26530	4	12
26531	0	9
26531	1	63
26531	2	87
26531	3	18
26531	4	10
26532	1	21
26532	2	106
26532	3	39
26532	4	31
26533		3
26533	1	15
26533	2	59
26533	3	28
26533	4	18
26534	1	23
26534	2	63
26534	3	28
26534	4	24
26535		4
26535	1	14
26535	2	32
26535	3	16
26535	4	15
26536	1	18
26536	2	35
26536	3	13
26536	4	9
26537	0	4
26537	1	12
26537	2	44
26537	3	29
26537	4	26
26538	1	26
26538	2	35
26538	3	25
26538	4	18
26539	0	9
26539	1	33
26539	2	50
26539	3	9
26539	4	10
26540		6
26540	0	10
26540	1	60
26540	2	45
26540	3	17
26540	4	4
26541	0	3
26541	1	35
26541	2	49
26541	3	32
26541	4	12
26542		3
26542	0	4
26542	1	73
26542	2	80
26542	3	37
26542	4	25
26543	1	20
26543	2	40
26543	3	6
26543	4	10
26544	1	13
26544	2	51
26544	3	22
26544	4	19
26545	1	30
26545	2	47
26545	3	34
26545	4	11
26546		3
26546	0	3
26546	1	39
26546	2	63
26546	3	31
26546	4	20
26548	0	4
26548	1	17
26548	2	59
26548	3	20
26548	4	15
26549		4
26549	0	3
26549	1	24
26549	2	70
26549	3	15
26549	4	12
26550		3
26550	0	22
26550	1	72
26550	2	55
26550	3	9
26550	4	8
26551		8
26551	0	46
26551	1	152
26551	2	28
26553		3
26553	0	48
26553	1	327
26553	2	300
26553	3	103
26553	4	68
26554	1	30
26554	2	31
26554	3	5
26555	0	8
26555	1	29
26555	2	57
26555	3	23
26555	4	13
26556	0	13
26556	1	39
26556	2	43
26556	3	6
26556	4	8
26557	0	8
26557	1	49
26557	2	41
26557	3	12
26557	4	7
26558		3
26558	0	25
26558	1	70
26558	2	37
26558	3	17
26558	4	3
26559		3
26559	0	5
26559	1	54
26559	2	64
26559	3	20
26559	4	16
26560	0	10
26560	1	39
26560	2	34
26560	3	17
26560	4	6
26561		3
26561	0	18
26561	1	80
26561	2	33
26561	3	10
26562		7
26562	0	20
26562	1	116
26562	2	84
26562	3	9
26562	4	5
26563	0	4
26563	1	27
26563	2	32
26563	3	12
26564		3
26564	0	7
26564	1	68
26564	2	80
26564	3	32
26564	4	20
26565	0	6
26565	1	49
26565	2	34
26565	3	3
26566	0	15
26566	1	69
26566	2	63
26566	3	23
26566	4	5
26567	0	6
26567	1	46
26567	2	39
26567	3	23
26567	4	12
26568		6
26568	0	10
26568	1	52
26568	2	58
26568	3	20
26568	4	10
26569	0	7
26569	1	37
26569	2	23
26569	3	9
26569	4	3
26570	0	15
26570	1	35
26570	2	45
26570	3	11
26570	4	5
26571	0	8
26571	1	49
26571	2	50
26571	3	12
26571	4	9
26572	0	4
26572	1	31
26572	2	40
26572	3	11
26572	4	5
26574	0	9
26574	1	66
26574	2	58
26574	3	20
26574	4	25
26575		4
26575	0	7
26575	1	63
26575	2	66
26575	3	17
26575	4	20
26576		4
26576	0	7
26576	1	50
26576	2	53
26576	3	21
26576	4	22
26577		7
26577	0	9
26577	1	46
26577	2	78
26577	3	18
26577	4	16
26578		3
26578	1	24
26578	2	50
26578	3	36
26578	4	19
26579	1	31
26579	2	35
26579	3	22
26579	4	6
26580	1	19
26580	2	56
26580	3	21
26580	4	20
26581	1	21
26581	2	39
26581	3	23
26581	4	22
26582	0	5
26582	1	30
26582	2	44
26582	3	27
26582	4	8
26583	0	3
26583	1	42
26583	2	52
26583	3	19
26583	4	11
26584		3
26584	0	3
26584	1	55
26584	2	61
26584	3	26
26584	4	11
26585	0	5
26585	1	47
26585	2	36
26585	3	19
26585	4	9
26586	0	4
26586	1	35
26586	2	53
26586	3	16
26586	4	8
26587	0	8
26587	1	57
26587	2	59
26587	3	29
26587	4	19
26588	1	25
26588	2	35
26588	3	20
26588	4	3
26589		5
26589	1	34
26589	2	55
26589	3	28
26589	4	16
26590	0	4
26590	1	35
26590	2	49
26590	3	20
26590	4	22
26591	1	27
26591	2	35
26591	3	22
26591	4	5
26592	0	3
26592	1	58
26592	2	58
26592	3	21
26592	4	10
26593		7
26593	0	3
26593	1	54
26593	2	59
26593	3	31
26593	4	8
26594	0	5
26594	1	28
26594	2	67
26594	3	29
26594	4	7
26595		5
26595	0	5
26595	1	54
26595	2	63
26595	3	32
26595	4	18
26596	0	4
26596	1	16
26596	2	35
26596	3	9
26596	4	12
26597	0	3
26597	1	18
26597	2	59
26597	3	17
26597	4	18
26598	1	17
26598	2	32
26598	3	17
26598	4	7
26599	1	33
26599	2	56
26599	3	38
26599	4	28
26600	1	24
26600	2	60
26600	3	33
26600	4	21
26601	0	5
26601	1	40
26601	2	55
26601	3	14
26601	4	16
26602	0	3
26602	1	14
26602	2	41
26602	3	7
26602	4	9
26603	0	5
26603	1	44
26603	2	47
26603	3	18
26603	4	8
26604	0	3
26604	1	18
26604	2	66
26604	3	35
26604	4	30
26605	0	6
26605	1	35
26605	2	33
26605	3	17
26605	4	9
26606		4
26606	0	6
26606	1	51
26606	2	76
26606	3	24
26606	4	12
26607	0	5
26607	1	54
26607	2	38
26607	3	20
26607	4	6
26608		11
26608	0	35
26608	1	279
26608	2	119
26608	3	32
26608	4	20
26609	0	8
26609	1	47
26609	2	57
26609	3	29
26609	4	7
26610	0	3
26610	1	26
26610	2	41
26610	3	15
26611		4
26611	1	24
26611	2	38
26611	3	11
26612		5
26612	1	35
26612	2	40
26612	3	14
26612	4	12
26613	0	6
26613	1	22
26613	2	60
26613	3	28
26613	4	14
26614	1	27
26614	2	43
26614	3	16
26614	4	8
26615	0	6
26615	1	53
26615	2	52
26615	3	13
26615	4	10
26616	1	19
26616	2	36
26616	3	36
26616	4	14
26617	0	3
26617	1	19
26617	2	35
26617	3	18
26617	4	14
26618	0	7
26618	1	49
26618	2	67
26618	3	22
26618	4	9
26619	1	21
26619	2	52
26619	3	23
26619	4	19
26620	0	6
26620	1	48
26620	2	50
26620	3	19
26620	4	9
26621		7
26621	0	4
26621	1	21
26621	2	64
26621	3	30
26621	4	33
26622	0	7
26622	1	31
26622	2	64
26622	3	23
26622	4	10
26623		4
26623	0	9
26623	1	66
26623	2	64
26623	3	19
26623	4	11
26624	0	3
26624	1	47
26624	2	67
26624	3	29
26624	4	27
26625	0	9
26625	1	55
26625	2	61
26625	3	18
26625	4	11
26626	1	40
26626	2	39
26626	3	24
26626	4	8
26627	0	4
26627	1	74
26627	2	80
26627	3	27
26627	4	10
26628		3
26628	1	44
26628	2	59
26628	3	26
26628	4	8
26629	0	3
26629	1	47
26629	2	57
26629	3	30
26629	4	9
26630		3
26630	0	3
26630	1	51
26630	2	73
26630	3	24
26630	4	21
26631		4
26631	0	17
26631	1	57
26631	2	73
26631	3	15
26631	4	3
26632		7
26632	0	7
26632	1	52
26632	2	34
26632	3	10
26632	4	4
26633	0	4
26633	1	32
26633	2	33
26633	3	13
26633	4	9
26634	0	5
26634	1	50
26634	2	58
26634	3	20
26634	4	8
26635	0	6
26635	1	57
26635	2	70
26635	3	22
26635	4	7
26636		3
26636	0	3
26636	1	33
26636	2	37
26636	3	10
26636	4	7
26637		3
26637	0	6
26637	1	38
26637	2	59
26637	3	20
26637	4	15
26638	1	42
26638	2	63
26638	3	27
26638	4	11
26639	0	3
26639	1	18
26639	2	39
26639	3	12
26639	4	8
26640	1	29
26640	2	40
26640	3	8
26640	4	8
26641	1	44
26641	2	68
26641	3	29
26641	4	16
26642		8
26642	0	4
26642	1	69
26642	2	73
26642	3	30
26642	4	21
26643	0	3
26643	1	23
26643	2	31
26643	3	6
26643	4	8
26644	0	9
26644	1	36
26644	2	32
26644	3	11
26644	4	10
26645	0	4
26645	1	37
26645	2	27
26645	3	8
26645	4	4
26646		6
26646	0	9
26646	1	23
26646	2	47
26646	3	24
26646	4	5
26647	0	19
26647	1	57
26647	2	42
26647	3	17
26647	4	7
26648	0	18
26648	1	90
26648	2	71
26648	3	28
26648	4	10
26649	0	11
26649	1	54
26649	2	28
26649	3	18
26650		3
26650	0	36
26650	1	123
26650	2	77
26650	3	20
26650	4	7
26651		3
26651	0	31
26651	1	125
26651	2	68
26651	3	17
26651	4	8
26652		7
26652	0	26
26652	1	74
26652	2	31
26652	3	7
26652	4	6
26653		5
26653	0	22
26653	1	86
26653	2	44
26653	3	11
26653	4	6
26654		4
26654	0	34
26654	1	98
26654	2	42
26654	4	7
26655		4
26655	0	22
26655	1	81
26655	2	61
26655	3	22
26655	4	4
26656	0	13
26656	1	42
26656	2	38
26656	3	15
26656	4	6
26657		5
26657	0	5
26657	1	41
26657	2	50
26657	3	22
26657	4	9
26658	0	12
26658	1	50
26658	2	87
26658	3	27
26658	4	13
26659		4
26659	0	10
26659	1	34
26659	2	59
26659	3	15
26659	4	5
26660		4
26660	0	12
26660	1	77
26660	2	63
26660	3	19
26660	4	6
26661		4
26661	0	3
26661	1	35
26661	2	34
26661	3	15
26661	4	3
26662	1	28
26662	2	27
26662	3	12
26662	4	5
26663	0	8
26663	1	39
26663	2	47
26663	3	13
26663	4	3
26664		3
26664	0	12
26664	1	59
26664	2	52
26664	3	22
26664	4	3
26665		3
26665	0	9
26665	1	58
26665	2	43
26665	3	19
26665	4	18
26666	1	26
26666	2	49
26666	3	24
26666	4	18
26667		3
26667	1	17
26667	2	51
26667	3	24
26667	4	25
26668	0	17
26668	1	53
26668	2	37
26668	3	7
26668	4	7
26669	0	7
26669	1	42
26669	2	56
26669	3	21
26669	4	4
26671		4
26671	1	3
26671	2	9
26671	3	4
26672	0	9
26672	1	45
26672	2	63
26672	3	17
26672	4	17
26673	0	3
26673	1	18
26673	2	35
26673	3	13
26673	4	9
26674	0	12
26674	1	43
26674	2	42
26674	3	22
26674	4	13
26675	0	5
26675	1	39
26675	2	38
26675	3	17
26675	4	10
26676	0	4
26676	1	39
26676	2	46
26676	3	18
26676	4	8
26677		3
26677	0	31
26677	1	116
26677	2	52
26677	3	10
26677	4	3
26678	0	19
26678	1	62
26678	2	44
26678	3	12
26678	4	6
26679		4
26679	0	28
26679	1	92
26679	2	64
26679	3	15
26679	4	7
26680		3
26680	0	39
26680	1	83
26680	2	59
26680	3	11
26680	4	5
26682	0	9
26682	1	60
26682	2	61
26682	3	26
26682	4	16
26683	1	41
26683	2	38
26683	3	15
26683	4	11
26684	0	9
26684	1	33
26684	2	44
26684	3	22
26684	4	14
26685		5
26685	0	20
26685	1	70
26685	2	42
26685	3	16
26686		5
26686	0	11
26686	1	56
26686	2	51
26686	3	10
26686	4	7
26687	0	5
26687	1	52
26687	2	66
26687	3	16
26687	4	4
26688		3
26688	0	18
26688	1	81
26688	2	59
26688	3	21
26688	4	6
26689	0	9
26689	1	63
26689	2	48
26689	3	21
26689	4	7
26691		4
26691	0	14
26691	1	59
26691	2	45
26691	3	26
26691	4	7
26692		4
26692	0	17
26692	1	52
26692	2	71
26692	3	15
26692	4	15
26693	0	9
26693	1	61
26693	2	44
26693	3	26
26693	4	16
26694	0	9
26694	1	54
26694	2	42
26694	3	14
26694	4	12
26695	0	10
26695	1	57
26695	2	49
26695	3	14
26695	4	10
26697	0	18
26697	1	48
26697	2	37
26697	3	14
26697	4	4
26698	0	10
26698	1	30
26698	2	25
26698	3	9
26699		5
26699	0	15
26699	1	49
26699	2	52
26699	3	16
26699	4	9
26700	0	21
26700	1	90
26700	2	40
26700	3	13
26700	4	4
26701		3
26701	0	3
26701	1	49
26701	2	64
26701	3	28
26701	4	16
26702	0	3
26702	1	27
26702	2	45
26702	3	15
26702	4	15
26703	0	4
26703	1	54
26703	2	92
26703	3	35
26703	4	13
26704	0	14
26704	1	82
26704	2	72
26704	3	23
26704	4	12
26705		3
26705	1	19
26705	2	41
26705	3	29
26705	4	37
26706	1	30
26706	2	32
